model_id,prompt_mode,pair_id,pair_correct,self_correct,opponent_correct,flipped,same_action,both_parsed,error_type,domain,difficulty,self_prediction,opponent_prediction,safe_action,branching_action
qwen3_8b,bellman,cf_0079,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,2,QUARTZ,SUMMIT,SUMMIT,QUARTZ
qwen3_8b,bellman,cf_0080,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,SUMMIT,LANTERN,LANTERN,SUMMIT
qwen3_8b,bellman,cf_0081,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,2,ZENITH,ZENITH,EMBER,ZENITH
qwen3_8b,bellman,cf_0082,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,2,QUARTZ,QUARTZ,ZENITH,QUARTZ
qwen3_8b,bellman,cf_0083,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,ORBIT,QUARTZ,QUARTZ,ORBIT
qwen3_8b,bellman,cf_0084,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,RAVEN,QUARTZ,QUARTZ,RAVEN
qwen3_8b,bellman,cf_0085,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,3,KITE,KITE,CIPHER,KITE
qwen3_8b,bellman,cf_0086,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,SUMMIT,ORBIT,ORBIT,SUMMIT
qwen3_8b,bellman,cf_0087,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,SUMMIT,WILLOW,WILLOW,SUMMIT
qwen3_8b,bellman,cf_0088,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,TIDAL,CIPHER,CIPHER,TIDAL
qwen3_8b,bellman,cf_0089,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,3,KITE,KITE,TIDAL,KITE
qwen3_8b,bellman,cf_0090,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,KITE,ORBIT,ORBIT,KITE
qwen3_8b,bellman,cf_0091,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,1,CIPHER,KITE,KITE,CIPHER
qwen3_8b,bellman,cf_0092,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,KITE,SUMMIT,SUMMIT,KITE
qwen3_8b,bellman,cf_0093,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,EMBER,CIPHER,CIPHER,EMBER
qwen3_8b,bellman,cf_0094,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,1,WILLOW,WILLOW,EMBER,WILLOW
qwen3_8b,bellman,cf_0095,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,1,RAVEN,KITE,KITE,RAVEN
qwen3_8b,bellman,cf_0096,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,LANTERN,VELVET,VELVET,LANTERN
qwen3_8b,bellman,cf_0097,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,2,SUMMIT,QUARTZ,QUARTZ,SUMMIT
qwen3_8b,bellman,cf_0098,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,QUARTZ,VELVET,VELVET,QUARTZ
qwen3_8b,bellman,cf_0099,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,2,QUARTZ,QUARTZ,EMBER,QUARTZ
qwen3_8b,bellman,cf_0100,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,2,LANTERN,RAVEN,RAVEN,LANTERN
qwen3_8b,bellman,cf_0101,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,RAVEN,VELVET,VELVET,RAVEN
qwen3_8b,bellman,cf_0102,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,ZENITH,ORBIT,ORBIT,ZENITH
qwen3_8b,bellman,cf_0103,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,3,TIDAL,RAVEN,RAVEN,TIDAL
qwen3_8b,bellman,cf_0104,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,KITE,SUMMIT,SUMMIT,KITE
qwen3_8b,bellman,cf_0105,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,TIDAL,ORBIT,ORBIT,TIDAL
qwen3_8b,bellman,cf_0106,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,RAVEN,VELVET,VELVET,RAVEN
qwen3_8b,bellman,cf_0107,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,3,EMBER,CIPHER,CIPHER,EMBER
qwen3_8b,bellman,cf_0108,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,abstract_game,1,SUMMIT,SUMMIT,SUMMIT,TIDAL
qwen3_8b,bellman,cf_0109,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,1,CIPHER,CIPHER,WILLOW,CIPHER
qwen3_8b,bellman,cf_0110,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,QUARTZ,WILLOW,WILLOW,QUARTZ
qwen3_8b,bellman,cf_0111,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,VELVET,LANTERN,LANTERN,VELVET
qwen3_8b,bellman,cf_0112,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,WILLOW,TIDAL,TIDAL,WILLOW
qwen3_8b,bellman,cf_0113,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,1,KITE,KITE,QUARTZ,KITE
qwen3_8b,bellman,cf_0114,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,2,RAVEN,RAVEN,KITE,RAVEN
qwen3_8b,bellman,cf_0115,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,2,ZENITH,ORBIT,ORBIT,ZENITH
qwen3_8b,bellman,cf_0116,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,QUARTZ,LANTERN,LANTERN,QUARTZ
qwen3_8b,bellman,cf_0117,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,VELVET,ORBIT,ORBIT,VELVET
qwen3_8b,bellman,cf_0118,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,2,TIDAL,TIDAL,SUMMIT,TIDAL
qwen3_8b,bellman,cf_0119,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,2,RAVEN,RAVEN,VELVET,RAVEN
qwen3_8b,bellman,cf_0120,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,ORBIT,WILLOW,WILLOW,ORBIT
qwen3_8b,bellman,cf_0121,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,3,VELVET,EMBER,EMBER,VELVET
qwen3_8b,bellman,cf_0122,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,SUMMIT,EMBER,EMBER,SUMMIT
qwen3_8b,bellman,cf_0123,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,WILLOW,ORBIT,ORBIT,WILLOW
qwen3_8b,bellman,cf_0124,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,ZENITH,SUMMIT,SUMMIT,ZENITH
qwen3_8b,bellman,cf_0125,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,3,KITE,KITE,TIDAL,KITE
qwen3_8b,bellman,cf_0126,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,KITE,CIPHER,CIPHER,KITE
qwen3_8b,bellman,cf_0127,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,1,QUARTZ,QUARTZ,KITE,QUARTZ
qwen3_8b,bellman,cf_0128,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,TIDAL,KITE,KITE,TIDAL
qwen3_8b,bellman,cf_0129,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,CIPHER,WILLOW,WILLOW,CIPHER
qwen3_8b,bellman,cf_0130,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,LANTERN,CIPHER,CIPHER,LANTERN
qwen3_8b,bellman,cf_0131,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,resource_game,1,ZENITH,ZENITH,ZENITH,SUMMIT
qwen3_8b,bellman,cf_0132,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,ORBIT,LANTERN,LANTERN,ORBIT
qwen3_8b,bellman,cf_0133,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,2,SUMMIT,ORBIT,ORBIT,SUMMIT
qwen3_8b,bellman,cf_0134,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,LANTERN,KITE,KITE,LANTERN
qwen3_8b,bellman,cf_0135,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,LANTERN,KITE,KITE,LANTERN
qwen3_8b,bellman,cf_0136,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,2,CIPHER,KITE,KITE,CIPHER
qwen3_8b,bellman,cf_0137,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,CIPHER,RAVEN,RAVEN,CIPHER
qwen3_8b,bellman,cf_0138,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,ZENITH,EMBER,EMBER,ZENITH
qwen3_8b,bellman,cf_0139,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,3,VELVET,VELVET,RAVEN,VELVET
qwen3_8b,bellman,cf_0140,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,ORBIT,TIDAL,TIDAL,ORBIT
qwen3_8b,bellman,cf_0141,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,RAVEN,ORBIT,ORBIT,RAVEN
qwen3_8b,bellman,cf_0142,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,CIPHER,ZENITH,ZENITH,CIPHER
qwen3_8b,bellman,cf_0143,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,3,WILLOW,WILLOW,VELVET,WILLOW
qwen3_8b,bellman,cf_0144,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,WILLOW,ZENITH,ZENITH,WILLOW
qwen3_8b,bellman,cf_0145,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,1,RAVEN,ORBIT,ORBIT,RAVEN
qwen3_8b,bellman,cf_0146,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,tool_agent,1,LANTERN,LANTERN,EMBER,LANTERN
qwen3_8b,bellman,cf_0147,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,RAVEN,LANTERN,LANTERN,RAVEN
qwen3_8b,bellman,cf_0148,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,ZENITH,TIDAL,TIDAL,ZENITH
qwen3_8b,bellman,cf_0149,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,1,LANTERN,LANTERN,ZENITH,LANTERN
qwen3_8b,bellman,cf_0150,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,LANTERN,VELVET,VELVET,LANTERN
qwen3_8b,bellman,cf_0151,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,2,CIPHER,CIPHER,VELVET,CIPHER
qwen3_8b,bellman,cf_0152,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,ZENITH,VELVET,VELVET,ZENITH
qwen3_8b,bellman,cf_0153,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,ORBIT,CIPHER,CIPHER,ORBIT
qwen3_8b,bellman,cf_0154,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,2,LANTERN,VELVET,VELVET,LANTERN
qwen3_8b,bellman,cf_0155,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,RAVEN,QUARTZ,QUARTZ,RAVEN
qwen3_8b,bellman,cf_0156,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,3,ZENITH,ZENITH,QUARTZ,ZENITH
qwen3_8b,bellman,cf_0157,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,3,SUMMIT,SUMMIT,EMBER,SUMMIT
qwen3_8b,bellman,cf_0158,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,KITE,TIDAL,TIDAL,KITE
qwen3_8b,bellman,cf_0159,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,VELVET,WILLOW,WILLOW,VELVET
qwen3_8b,bellman,cf_0160,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,LANTERN,ORBIT,ORBIT,LANTERN
qwen3_8b,bellman,cf_0161,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,3,WILLOW,RAVEN,RAVEN,WILLOW
qwen3_8b,bellman,cf_0162,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,abstract_game,1,LANTERN,LANTERN,LANTERN,TIDAL
qwen3_8b,bellman,cf_0163,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,1,QUARTZ,QUARTZ,TIDAL,QUARTZ
qwen3_8b,bellman,cf_0164,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,WILLOW,RAVEN,RAVEN,WILLOW
qwen3_8b,bellman,cf_0165,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,EMBER,LANTERN,LANTERN,EMBER
qwen3_8b,bellman,cf_0166,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,1,WILLOW,WILLOW,ORBIT,WILLOW
qwen3_8b,bellman,cf_0167,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,1,CIPHER,RAVEN,RAVEN,CIPHER
qwen3_8b,bellman,cf_0168,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,ORBIT,KITE,KITE,ORBIT
qwen3_8b,bellman,cf_0169,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,2,LANTERN,EMBER,EMBER,LANTERN
qwen3_8b,bellman,cf_0170,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,RAVEN,ZENITH,ZENITH,RAVEN
qwen3_8b,bellman,cf_0171,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,ZENITH,TIDAL,TIDAL,ZENITH
qwen3_8b,bellman,cf_0172,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,2,QUARTZ,KITE,KITE,QUARTZ
qwen3_8b,bellman,cf_0173,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,KITE,EMBER,EMBER,KITE
qwen3_8b,bellman,cf_0174,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,WILLOW,ORBIT,ORBIT,WILLOW
qwen3_8b,bellman,cf_0175,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,3,EMBER,ZENITH,ZENITH,EMBER
qwen3_8b,bellman,cf_0176,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,EMBER,CIPHER,CIPHER,EMBER
qwen3_8b,bellman,cf_0177,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,RAVEN,KITE,KITE,RAVEN
qwen3_8b,bellman,cf_0178,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,3,LANTERN,LANTERN,QUARTZ,LANTERN
qwen3_8b,bellman,cf_0179,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,3,RAVEN,SUMMIT,SUMMIT,RAVEN
qwen3_8b,cot,cf_0000,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,VELVET,TIDAL,TIDAL,VELVET
qwen3_8b,cot,cf_0001,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,1,KITE,KITE,SUMMIT,KITE
qwen3_8b,cot,cf_0002,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,SUMMIT,WILLOW,WILLOW,SUMMIT
qwen3_8b,cot,cf_0003,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,EMBER,VELVET,VELVET,EMBER
qwen3_8b,cot,cf_0004,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,VELVET,RAVEN,RAVEN,VELVET
qwen3_8b,cot,cf_0005,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,1,ORBIT,ORBIT,CIPHER,ORBIT
qwen3_8b,cot,cf_0006,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,LANTERN,ZENITH,ZENITH,LANTERN
qwen3_8b,cot,cf_0007,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,2,SUMMIT,EMBER,EMBER,SUMMIT
qwen3_8b,cot,cf_0008,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,WILLOW,KITE,KITE,WILLOW
qwen3_8b,cot,cf_0009,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,2,TIDAL,TIDAL,ORBIT,TIDAL
qwen3_8b,cot,cf_0010,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,2,WILLOW,WILLOW,CIPHER,WILLOW
qwen3_8b,cot,cf_0011,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,2,ORBIT,ORBIT,QUARTZ,ORBIT
qwen3_8b,cot,cf_0012,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,VELVET,ORBIT,ORBIT,VELVET
qwen3_8b,cot,cf_0013,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,3,VELVET,QUARTZ,QUARTZ,VELVET
qwen3_8b,cot,cf_0014,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,ZENITH,EMBER,EMBER,ZENITH
qwen3_8b,cot,cf_0015,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,WILLOW,LANTERN,LANTERN,WILLOW
qwen3_8b,cot,cf_0016,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,VELVET,ZENITH,ZENITH,VELVET
qwen3_8b,cot,cf_0017,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,resource_game,3,ZENITH,ZENITH,ZENITH,QUARTZ
qwen3_8b,cot,cf_0018,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,VELVET,RAVEN,RAVEN,VELVET
qwen3_8b,cot,cf_0019,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,cyber_defense,1,SUMMIT,SUMMIT,SUMMIT,TIDAL
qwen3_8b,cot,cf_0020,0.0,0.0,1.0,0.0,0.0,0.0,unparsed,tool_agent,1,,ZENITH,ZENITH,QUARTZ
qwen3_8b,cot,cf_0021,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,ORBIT,ZENITH,ZENITH,ORBIT
qwen3_8b,cot,cf_0022,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,ZENITH,RAVEN,RAVEN,ZENITH
qwen3_8b,cot,cf_0023,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,1,SUMMIT,KITE,KITE,SUMMIT
qwen3_8b,cot,cf_0024,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,WILLOW,QUARTZ,QUARTZ,WILLOW
qwen3_8b,cot,cf_0025,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,2,VELVET,VELVET,ORBIT,VELVET
qwen3_8b,cot,cf_0026,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,LANTERN,ORBIT,ORBIT,LANTERN
qwen3_8b,cot,cf_0027,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,2,CIPHER,CIPHER,EMBER,CIPHER
qwen3_8b,cot,cf_0028,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,2,EMBER,ORBIT,ORBIT,EMBER
qwen3_8b,cot,cf_0029,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,EMBER,VELVET,VELVET,EMBER
qwen3_8b,cot,cf_0030,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,ZENITH,TIDAL,TIDAL,ZENITH
qwen3_8b,cot,cf_0031,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,3,WILLOW,LANTERN,LANTERN,WILLOW
qwen3_8b,cot,cf_0032,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,ORBIT,QUARTZ,QUARTZ,ORBIT
qwen3_8b,cot,cf_0033,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,3,EMBER,EMBER,KITE,EMBER
qwen3_8b,cot,cf_0034,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,VELVET,KITE,KITE,VELVET
qwen3_8b,cot,cf_0035,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,3,WILLOW,TIDAL,TIDAL,WILLOW
qwen3_8b,cot,cf_0036,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,CIPHER,LANTERN,LANTERN,CIPHER
qwen3_8b,cot,cf_0037,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,1,CIPHER,RAVEN,RAVEN,CIPHER
qwen3_8b,cot,cf_0038,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,CIPHER,ZENITH,ZENITH,CIPHER
qwen3_8b,cot,cf_0039,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,LANTERN,VELVET,VELVET,LANTERN
qwen3_8b,cot,cf_0040,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,1,VELVET,VELVET,TIDAL,VELVET
qwen3_8b,cot,cf_0041,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,1,ZENITH,ZENITH,LANTERN,ZENITH
qwen3_8b,cot,cf_0042,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,WILLOW,RAVEN,RAVEN,WILLOW
qwen3_8b,cot,cf_0043,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,2,ORBIT,ORBIT,TIDAL,ORBIT
qwen3_8b,cot,cf_0044,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,WILLOW,KITE,KITE,WILLOW
qwen3_8b,cot,cf_0045,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,2,CIPHER,CIPHER,WILLOW,CIPHER
qwen3_8b,cot,cf_0046,0.0,0.0,1.0,0.0,0.0,0.0,unparsed,exploration,2,,ORBIT,ORBIT,QUARTZ
qwen3_8b,cot,cf_0047,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,KITE,RAVEN,RAVEN,KITE
qwen3_8b,cot,cf_0048,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,LANTERN,CIPHER,CIPHER,LANTERN
qwen3_8b,cot,cf_0049,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,3,RAVEN,VELVET,VELVET,RAVEN
qwen3_8b,cot,cf_0050,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,tool_agent,3,KITE,KITE,LANTERN,KITE
qwen3_8b,cot,cf_0051,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,3,RAVEN,RAVEN,CIPHER,RAVEN
qwen3_8b,cot,cf_0052,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,3,CIPHER,CIPHER,RAVEN,CIPHER
qwen3_8b,cot,cf_0053,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,3,ZENITH,ZENITH,TIDAL,ZENITH
qwen3_8b,cot,cf_0054,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,ORBIT,KITE,KITE,ORBIT
qwen3_8b,cot,cf_0055,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,1,RAVEN,ZENITH,ZENITH,RAVEN
qwen3_8b,cot,cf_0056,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,SUMMIT,RAVEN,RAVEN,SUMMIT
qwen3_8b,cot,cf_0057,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,ORBIT,WILLOW,WILLOW,ORBIT
qwen3_8b,cot,cf_0058,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,VELVET,CIPHER,CIPHER,VELVET
qwen3_8b,cot,cf_0059,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,1,EMBER,RAVEN,RAVEN,EMBER
qwen3_8b,cot,cf_0060,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,ORBIT,RAVEN,RAVEN,ORBIT
qwen3_8b,cot,cf_0061,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,2,EMBER,EMBER,CIPHER,EMBER
qwen3_8b,cot,cf_0062,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,EMBER,VELVET,VELVET,EMBER
qwen3_8b,cot,cf_0063,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,RAVEN,QUARTZ,QUARTZ,RAVEN
qwen3_8b,cot,cf_0064,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,2,ORBIT,QUARTZ,QUARTZ,ORBIT
qwen3_8b,cot,cf_0065,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,TIDAL,SUMMIT,SUMMIT,TIDAL
qwen3_8b,cot,cf_0066,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,TIDAL,VELVET,VELVET,TIDAL
qwen3_8b,cot,cf_0067,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,cyber_defense,3,ORBIT,ORBIT,ORBIT,QUARTZ
qwen3_8b,cot,cf_0068,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,KITE,RAVEN,RAVEN,KITE
qwen3_8b,cot,cf_0069,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,3,QUARTZ,QUARTZ,CIPHER,QUARTZ
qwen3_8b,cot,cf_0070,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,QUARTZ,RAVEN,RAVEN,QUARTZ
qwen3_8b,cot,cf_0071,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,3,VELVET,CIPHER,CIPHER,VELVET
qwen3_8b,cot,cf_0072,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,1,EMBER,EMBER,WILLOW,EMBER
qwen3_8b,cot,cf_0073,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,1,SUMMIT,SUMMIT,LANTERN,SUMMIT
qwen3_8b,cot,cf_0074,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,EMBER,WILLOW,WILLOW,EMBER
qwen3_8b,cot,cf_0075,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,ORBIT,WILLOW,WILLOW,ORBIT
qwen3_8b,cot,cf_0076,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,1,CIPHER,CIPHER,LANTERN,CIPHER
qwen3_8b,cot,cf_0077,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,1,EMBER,EMBER,LANTERN,EMBER
